date,tourney,surface,round,playerA,playerB,rankA,rankB,oddsA,oddsB,score,comment,source_file,gender,winner,playerA_norm,playerB_norm,pA_implied_fair,pB_implied_fair
2025-05-01,Mutua Madrid Open,Clay,Quarterfinals,Ruud C.,Medvedev D.,15,10.0,1.5,2.8,,Completed,2025_2025.csv,U,A,ruud c.,medvedev d.,0.6511627906976745,0.3488372093023256
2025-05-01,Mutua Madrid Open,Clay,Quarterfinals,Cerundolo F.,Mensik J.,21,23.0,1.68,2.33,,Completed,2025_2025.csv,U,A,cerundolo f.,mensik j.,0.5810473815461347,0.4189526184538654
2025-05-01,Mutua Madrid Open,Clay,Quarterfinals,Draper J.,Arnaldi M.,6,44.0,1.31,3.81,,Completed,2025_2025.csv,U,A,draper j.,arnaldi m.,0.744140625,0.255859375
2025-05-01,Mutua Madrid Open,Clay,Quarterfinals,Musetti L.,Diallo G.,11,78.0,1.22,4.91,,Completed,2025_2025.csv,U,A,musetti l.,diallo g.,0.8009787928221861,0.19902120717781402
2025-05-02,Mutua Madrid Open,Clay,Semifinals,Ruud C.,Cerundolo F.,15,21.0,1.93,1.97,,Completed,2025_2025.csv,U,A,ruud c.,cerundolo f.,0.5051282051282052,0.49487179487179483
2025-05-02,Mutua Madrid Open,Clay,Semifinals,Draper J.,Musetti L.,6,11.0,1.58,2.54,,Completed,2025_2025.csv,U,A,draper j.,musetti l.,0.616504854368932,0.3834951456310679
2025-05-03,Mutua Madrid Open,Clay,The Final,Ruud C.,Draper J.,15,6.0,2.92,1.47,,Completed,2025_2025.csv,U,A,ruud c.,draper j.,0.3348519362186788,0.6651480637813212
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Comesana F.,Altmaier D.,63,71.0,1.77,2.15,,Completed,2025_2025.csv,U,A,comesana f.,altmaier d.,0.548469387755102,0.45153061224489793
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Moutet C.,Hijikata R.,83,82.0,1.28,3.93,,Completed,2025_2025.csv,U,A,moutet c.,hijikata r.,0.7543186180422264,0.2456813819577735
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Muller A.,Lehecka J.,39,38.0,2.52,1.58,,Completed,2025_2025.csv,U,A,muller a.,lehecka j.,0.3853658536585366,0.6146341463414634
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Thompson J.,Mpetshi G.,41,36.0,1.75,2.19,,Completed,2025_2025.csv,U,A,thompson j.,mpetshi g.,0.5558375634517766,0.4441624365482234
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Ugo Carabelli C.,Carreno Busta P.,60,98.0,1.93,1.96,,Completed,2025_2025.csv,U,A,ugo carabelli c.,carreno busta p.,0.5038560411311055,0.4961439588688946
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Taberner C.,Kovacevic A.,139,80.0,1.61,2.45,,Completed,2025_2025.csv,U,A,taberner c.,kovacevic a.,0.6034482758620691,0.39655172413793105
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Griekspoor T.,Kecmanovic M.,35,47.0,1.63,2.4,,Completed,2025_2025.csv,U,A,griekspoor t.,kecmanovic m.,0.5955334987593052,0.4044665012406948
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Burruchaga R.,Sonego L.,135,44.0,2.45,1.61,,Completed,2025_2025.csv,U,A,burruchaga r.,sonego l.,0.39655172413793105,0.6034482758620691
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Kopriva V.,Halys Q.,92,52.0,1.54,2.63,,Completed,2025_2025.csv,U,A,kopriva v.,halys q.,0.6306954436450839,0.36930455635491605
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Lajovic D.,Nishioka Y.,131,74.0,1.24,4.44,,Completed,2025_2025.csv,U,A,lajovic d.,nishioka y.,0.7816901408450704,0.21830985915492954
2025-05-07,Internazionali BNL d'Italia,Clay,1st Round,Norrie C.,O Connell C.,91,81.0,1.68,2.31,,Completed,2025_2025.csv,U,A,norrie c.,o connell c.,0.5789473684210525,0.42105263157894735
